filename,artist,title,tempo mean,tempo std,swing ?,swing ratio median,swing ratio iqr,swing confidence,meter,ternary ?,beat by measure
blues.00040.wav,Stevie Ray Vaughan,Love Struck Baby,172.25,1.63,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00041.wav,Stevie Ray Vaughan,Pride and Joy,127.48,4.05,yes,2.00,0.458,0.85483870967741937,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00042.wav,Stevie Ray Vaughan,Texas Flood,59.68,0.39,yes,2.00,0.000,1.0,12/8,yes,[4 4 4 4 4 4]
blues.00043.wav,Stevie Ray Vaughan,Tell Me,129.44,2.72,yes,2.08,0.144,0.91935483870967738,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00044.wav,Stevie Ray Vaughan,Testify,202.94,4.51,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00045.wav,Stevie Ray Vaughan,Rude Mood,263.53,1.87,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00046.wav,Stevie Ray Vaughan,Mary Had A Little Lamb,121.77,1.70,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00047.wav,Stevie Ray Vaughan,Dirty Pool,151.09,6.05,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
blues.00048.wav,Stevie Ray Vaughan,I'm Cryin',121.23,3.33,yes,1.93,0.180,0.83050847457627119,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00049.wav,Stevie Ray Vaughan,Lenny,61.99,1.28,no,,,,4/4,no,[4 4 4 4 4 4 4]
blues.00050.wav,Magic Slim & The Teardrops,What's Wrong,136.26,2.59,yes,2.75,0.012,1.0,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00051.wav,Magic Slim & The Teardrops,Snakebite,195.64,14.14,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00052.wav,Magic Slim & The Teardrops,Please Don't Dog Me,50.52,3.46,yes,1.92,0.000,0.95999999999999996,4/4,no,[4 4 4 4 4]
blues.00053.wav,Magic Slim & The Teardrops,Key To Your Door,100.93,1.69,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4]
blues.00054.wav,Magic Slim & The Teardrops,Shake It,181.55,6.98,yes,1.60,0.000,1.0,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00055.wav,Magic Slim & The Teardrops,I Ain't Looking for No Love,132.90,4.66,yes,2.29,0.000,1.0,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00056.wav,Magic Slim & The Teardrops,Country Boy,53.40,1.23,yes,2.00,0.000,1.0,12/8,yes,[4 4 4 4 4]
blues.00057.wav,Magic Slim & The Teardrops,Lump On Your Stump,185.43,3.45,yes,1.64,0.016,0.45652173913043476,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00058.wav,Magic Slim & The Teardrops,Lonesome Trouble,105.74,0.70,yes,2.00,0.000,1.0,12/8,yes,[4 4 4 4 4 4 4 4 4 4 4 4]
blues.00059.wav,Magic Slim & The Teardrops,The Man You Need,108.00,2.41,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00060.wav,Magic Slim & The Teardrops,Mind Your Own Business,149.52,4.01,yes,2.13,0.000,1.0,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00061.wav,Clifton Chenier,Boppin' The Rock,131.63,4.20,yes,2.01,0.000,1.0,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00062.wav,Clifton Chenier,The Things I Did for You,112.87,1.08,yes,1.91,0.000,1.0,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00063.wav,Clifton Chenier,Yesterday (I Lost My Best Friend),91.03,0.63,yes,1.73,0.000,1.0,4/4,no,[4 4 4 4 4 4 4 4 4 4]
blues.00064.wav,Clifton Chenier,Clifton's Squeeze-box Boogie,155.31,1.47,yes,1.67,0.014,0.98701298701298701,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00065.wav,Clifton Chenier,I'm On My Way (Back Home To You),108.03,2.19,yes,2.05,0.000,1.0,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00066.wav,Clifton Chenier,Ay-Te Te Fee,164.02,2.09,yes,1.60,0.025,0.75308641975308643,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00067.wav,Clifton Chenier,All Night Long,161.71,1.94,yes,2.13,0.292,0.75,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00068.wav,Clifton Chenier,Opelousas Hop,162.30,2.47,yes,1.82,0.257,1.0,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00069.wav,Clifton Chenier,"I'm On My Way, Part 2",79.14,0.85,yes,1.77,0.000,1.0,4/4,no,[4 4 4 4 4 4 4 4 4]
blues.00070.wav,Clifton Chenier,Think It Over,147.38,1.11,yes,1.94,0.000,1.0,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00071.wav,Clifton Chenier,Zodico Stomp,147.23,2.04,yes,2.00,0.193,0.9452054794520548,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00072.wav,Clifton Chenier,The Cats Dreamin',68.63,1.06,yes,2.00,0.000,1.0,12/8,yes,[4 4 4 4 4 4 4]
blues.00073.wav,Buckwheat Zydeco,Turning Point,97.14,1.19,yes,1.88,0.000,1.0,4/4,no,[4 4 4 4 4 4 4 4 4 4 4]
blues.00074.wav,Buckwheat Zydeco,Zydeco Boogaloo,111.17,7.10,yes,1.89,0.364,0.90909090909090906,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00075.wav,Buckwheat Zydeco,Ya Ya,117.80,1.49,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00076.wav,Buckwheat Zydeco,Buck's Nouvelle Jole Blon,116.16,0.94,yes,1.93,0.000,0.75438596491228072,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
blues.00077.wav,Buckwheat Zydeco,On A Night Like This ,148.65,9.68,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00078.wav,Buckwheat Zydeco,Hot Tamale Baby,241.00,4.55,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00079.wav,Buckwheat Zydeco,Ma Tit Fille,158.65,6.49,yes,2.20,0.333,0.98717948717948723,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00080.wav,Buckwheat Zydeco,Hey Good Lookin',117.07,0.98,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00081.wav,Buckwheat Zydeco,Buck's Hot Rod,205.07,5.62,yes,1.61,0.016,0.95049504950495045,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00082.wav,Buckwheat Zydeco,,125.98,4.98,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00083.wav,Buckwheat Zydeco,,133.05,1.38,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00084.wav,Buckwheat Zydeco,,111.60,2.63,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00085.wav,Hot Toddy,Crow Jane,143.37,5.09,yes,1.59,0.242,0.78873239436619713,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00086.wav,Hot Toddy,Cross Cut Saw,122.48,3.53,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00087.wav,Hot Toddy,Right From The Start,175.51,6.84,yes,1.98,0.097,0.41860465116279072,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00088.wav,Hot Toddy,She's My Girl,171.16,6.41,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00089.wav,Hot Toddy,I Wish You Would,107.15,4.97,yes,1.38,0.236,0.64150943396226412,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4]
blues.00090.wav,Hot Toddy,One More Night,141.23,5.32,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00091.wav,Hot Toddy,Rescue Me,124.91,2.26,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00092.wav,Hot Toddy,Neighbors Land,120.67,3.97,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
blues.00093.wav,Hot Toddy,Mermaids Flirt With Me,87.89,2.30,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4]
blues.00094.wav,Hot Toddy,My Babe,102.43,2.74,yes,1.66,0.003,0.94117647058823528,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4]
blues.00095.wav,Hot Toddy,Down By The Riverside,137.06,4.37,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00096.wav,Hot Toddy,Long Distance,58.55,2.36,no,,,,4/4,no,[4 4 4 4 4 4 4]
blues.00097.wav,Hot Toddy,T-Bone Shuffle,237.68,7.66,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00098.wav,Albert Collins,Iceman,125.52,1.97,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
blues.00099.wav,Albert Collins,Lights Are On But Nobody's Home,93.25,3.70,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3]
classical.00000.wav,JS Bach,"Concert for oboe, BWV 1053",94.26,2.96,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4]
classical.00001.wav,JS Bach,"Concert for oboe, BWV 1053",113.30,7.10,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
classical.00002.wav,JS Bach,"Concert for oboe, BWV 1053",197.84,2.93,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00003.wav,JS Bach,"Ich steh mit einem Fuss im Grabe, BWV 156 Sinfonia",65.83,3.69,no,,,,4/4,no,[4 4 4 4 4 4 4]
classical.00004.wav,JS Bach,,161.72,4.39,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00005.wav,JS Bach,,140.21,7.98,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
classical.00006.wav,JS Bach,,95.21,5.11,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4]
classical.00007.wav,JS Bach,,106.69,4.68,no,,,,2/4,no,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
classical.00008.wav,JS Bach,,135.72,7.31,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00009.wav,JS Bach,,60.13,0.70,no,,,,4/4,no,[4 4 4 4 4 4 4]
classical.00010.wav,JS Bach,,103.44,5.14,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4]
classical.00011.wav,Mozart,"Symphony No.36 in C, K.425, ""Linz"", Adagio, Allegro spiritoso",75.67,3.12,no,,,,4/4,no,[4 4 4 4 4 4 4 4]
classical.00012.wav,Mozart,"Symphony No.36 in C, K.425, ""Linz"", Andante",89.40,1.87,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4]
classical.00013.wav,Mozart,"Symphony No.36 in C, K.425, ""Linz"", Menuetto",125.90,8.94,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
classical.00014.wav,Mozart,"Symphony No.36 in C, K.425, ""Linz"", Finale (Presto)",145.25,6.08,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00015.wav,Mozart,"Symphony No.38 in D, K.504, ""Prague"", Adagio, Allegro",78.38,1.46,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4]
classical.00016.wav,Mozart,"Symphony No.38 in D, K.504, ""Prague"", Andante",99.40,7.81,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
classical.00017.wav,Mozart,"Symphony No.38 in D, K.504, ""Prague"", Finale (Presto)",175.06,23.85,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00018.wav,Mozart,"Symphony No.39 in E flat, K.543, Adagio, Allegro",79.20,1.26,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4]
classical.00019.wav,Mozart,"Symphony No.39 in E flat, K.543, Andante con moto",94.84,3.57,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4]
classical.00020.wav,Mozart,"Symphony No.39 in E flat, K.543, Menuetto (Allegretto)",140.44,6.17,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
classical.00021.wav,Mozart,"Symphony No.39 in E flat, K.543, Finale (Allegro)",269.96,7.49,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00022.wav,Mozart,"Symphony No.40 in G minor, K.550, Molto allegro",102.29,10.61,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4]
classical.00023.wav,Mozart,"Symphony No.40 in G minor, K.550, Andante",92.66,3.78,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3]
classical.00024.wav,Mozart,"Symphony No.40 in G minor, K.550, Menuetto (Allegretto)",151.56,3.08,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
classical.00025.wav,Mozart,"Symphony No.40 in G minor, K.550, Finale (Allegro assai)",131.99,1.87,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00026.wav,Mozart,"Symphony No.41 in C, K.551, ""Jupiter"", Allegro vivace",152.30,7.77,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00027.wav,Mozart,"Symphony No.41 in C, K.551, ""Jupiter"", Andante cantabile",72.31,0.94,no,,,,4/4,no,[4 4 4 4 4 4 4 4]
classical.00028.wav,Mozart,"Symphony No.41 in C, K.551, ""Jupiter"", Menuetto (Allegretto)",81.48,7.64,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3]
classical.00029.wav,Mozart,"Symphony No.41 in C, K.551, ""Jupiter"", Molto allegro",68.88,1.28,no,,,,4/4,no,[4 4 4 4 4 4 4 4]
classical.00030.wav,Claude Debussy,"Quartet in G minor for Strings, Op. 10, Anime et tres decide",119.58,6.00,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00031.wav,Claude Debussy,"Quartet in G minor for Strings, Op. 10, Assez vif et bien rythme",112.62,8.48,yes,2.00,0.069,0.92592592592592593,12/8,yes,[4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00032.wav,Claude Debussy,"Quartet in G minor for Strings, Op. 10, Andantino, doucement expressif",58.41,0.47,no,,,,3/4,no,[3 3 3 3 3 3 3 3]
classical.00033.wav,Claude Debussy,"Quartet in G minor for Strings, Op. 10, Tres modere, Tres mouvemente et avec passion, Tres anime, Tres vii",106.31,2.65,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4]
classical.00034.wav,Maurice Ravel,"Quartet in F Major for Strings, Allegro moderato. Tres doux",63.25,2.31,no,,,,4/4,no,[4 4 4 4 4 4 4]
classical.00035.wav,Maurice Ravel,"Quartet in F Major for Strings, Assez vif - Tres rythme",150.88,5.45,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
classical.00036.wav,Maurice Ravel,"Quartet in F Major for Strings, Tres lent",52.20,9.24,no,,,,4/4,no,[4 4 4 4 4]
classical.00037.wav,Maurice Ravel,"Quartet in F Major for Strings, Vif et agite",129.40,1.94,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00038.wav,Henri Dutilleux,Ainsi la nuit for String Quartet: I. Nocturne,73.55,12.48,no,,,,4/4,no,[4 4 4 4 4 4 4 4]
classical.00039.wav,Henri Dutilleux,Ainsi la nuit for String Quartet: II. Miroir d'espace,65.67,0.40,no,,,,4/4,no,[4 4 4 4 4 4 4]
classical.00040.wav,Henri Dutilleux,Ainsi la nuit for String Quartet: IV. Litanies 2,94.72,0.80,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4]
classical.00041.wav,Henri Dutilleux,Ainsi la nuit for String Quartet: VII. Temps suspendu,54.87,3.16,no,,,,4/4,no,[4 4 4 4 4 4]
classical.00042.wav,Giovanni Gabrieli,Canzon XIII,97.36,14.47,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
classical.00043.wav,Richard Strauss,"Konzert Fur Waldhorn Mit Orchester, Op. 11, Allegro",124.92,16.48,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00044.wav,George Gershwin,Rhapsody in Blue,81.81,0.40,yes,2.00,0.000,0.20000000000000001,12/8,yes,[4 4 4 4 4 4 4 4 4]
classical.00045.wav,Richard Strauss,Fuge Fur Klavier,95.33,7.66,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4]
classical.00046.wav,Karol Szymanowski,"Violin Concerto No. 1, Op. 35",128.71,5.62,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00047.wav,Leonard Bernstein,"On the Town, Three Dance Episodes, Lonely town",49.81,0.18,no,,,,4/4,no,[4 4 4 4 4]
classical.00048.wav,George Gershwin,Rhapsody in Blue,89.10,2.54,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4]
classical.00049.wav,Beethoven,"Symphony No.1 in C, Op.21, Finale (Adagio - Allegro molto e vivace)",75.88,3.02,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4]
classical.00050.wav,Samuel Barber,Adagio for Strings,63.71,4.29,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3]
classical.00051.wav,Tchaikovsky,"Symphony 6, mvt. 1",119.55,33.52,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4]
classical.00052.wav,Leonard Bernstein,Candide Overture,157.40,3.05,no,,,,2/4,no,"[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
 2]"
classical.00053.wav,Giovanni Gabrieli,Canzon XIII,214.23,7.82,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
classical.00054.wav,Verdi,"Rigoletto, Act 2, Tutte le feste al tiempo",87.37,12.19,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4]
classical.00055.wav,Leonard Bernstein,"Symphonic dances from West Side Story, Somewhere",55.43,5.31,no,,,,2/4,no,[2 2 2 2 2 2 2 2 2 2 2 2]
classical.00056.wav,Giovanni Rovetta,Solemn Mass for Feast of Santa Maria della Salute,112.91,24.59,no,,,,,no,[3 3 3 2 3 3 3 3 2 3 3 4 4 4 4 4]
classical.00057.wav,Leonard Bernstein,"Symphonic dances from West Side Story, Scherzo",105.64,2.53,yes,2.18,0.039,0.32692307692307693,12/8,yes,[4 4 4 4 4 4 4 4 4 4 4 4]
classical.00058.wav,Erik Satie, Gymnopedies no. 3,66.95,3.74,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3]
classical.00059.wav,,,115.95,1.86,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
